Areaname,Month of Date,Adjustment,Areatype,Periodyear,Stfips,a,Adjusted,Date,Date (NULL),Date to Param Link,Glossary,Indicator Filter,Month,Period,Emplab,Laborforce,Unemp,Unemployment Rate,Unemprate
Martin County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,55195,62431,7236,11.6%,11.6
Palm Beach County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,540677,611139,70462,11.5%,11.5
Pinellas County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,392249,441137,48888,11.1%,11.1
Sumter County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,29158,32132,2974,9.3%,9.3
Bay County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,81572,89259,7687,8.6%,8.6
Columbia County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,28641,31606,2965,9.4%,9.4
DeSoto County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,12769,14473,1704,11.8%,11.8
Hernando County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,53934,62420,8486,13.6%,13.6
Hillsborough County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,532478,599493,67015,11.2%,11.2
Lafayette County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,2900,3124,224,7.2%,7.2
Lake County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,120558,136692,16134,11.8%,11.8
Lee County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,237839,273599,35760,13.1%,13.1
Marion County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,117018,134844,17826,13.2%,13.2
Okeechobee County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,15789,18122,2333,12.9%,12.9
Pasco County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,171627,195610,23983,12.3%,12.3
Polk County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,239647,273128,33481,12.3%,12.3
St. Johns County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,88118,96448,8330,8.6%,8.6
St. Lucie County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,105515,123476,17961,14.5%,14.5
Taylor County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,8203,9206,1003,10.9%,10.9
Volusia County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,224447,252569,28122,11.1%,11.1
Walton County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,28721,30945,2224,7.2%,7.2
Baker County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,10845,12173,1328,10.9%,10.9
Bradford County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,11508,12571,1063,8.5%,8.5
Brevard County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,238657,267297,28640,10.7%,10.7
Dixie County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,5031,5710,679,11.9%,11.9
Levy County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,14791,16817,2026,12.0%,12
Monroe County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,41785,44976,3191,7.1%,7.1
Okaloosa County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,89768,96561,6793,7.0%,7
Orange County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,533022,598875,65853,11.0%,11
Suwannee County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,15824,17564,1740,9.9%,9.9
Charlotte County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,59659,68132,8473,12.4%,12.4
Clay County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,85661,94707,9046,9.6%,9.6
Sarasota County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,141068,160446,19378,12.1%,12.1
Gulf County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,5817,6454,637,9.9%,9.9
Nassau County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,32344,36132,3788,10.5%,10.5
Osceola County,September 2009,Not Seasonally Adjusted,04,2009,12,a,0,September 2009,September 2009,False,Glossary,Unemployment Rate,September,09,123017,139883,16866,12.1%,12.1
Hendry County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,14537,16943,2406,14.2%,14.2
Indian River County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,57092,63036,5944,9.4%,9.4
Calhoun County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,5551,5882,331,5.6%,5.6
Collier County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,134503,147035,12532,8.5%,8.5
Glades County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,4285,4686,401,8.6%,8.6
Liberty County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,3809,4005,196,4.9%,4.9
Baker County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,11593,12378,785,6.3%,6.3
DeSoto County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,13084,14386,1302,9.1%,9.1
Highlands County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,36594,40177,3583,8.9%,8.9
Holmes County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,8569,9081,512,5.6%,5.6
Jackson County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,21155,22457,1302,5.8%,5.8
Lafayette County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,2843,3003,160,5.3%,5.3
Madison County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,6757,7328,571,7.8%,7.8
Okeechobee County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,16171,18040,1869,10.4%,10.4
St. Lucie County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,112254,125423,13169,10.5%,10.5
Union County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,5240,5527,287,5.2%,5.2
Columbia County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,30199,32244,2045,6.3%,6.3
Dixie County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,5079,5541,462,8.3%,8.3
Franklin County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,4553,4805,252,5.2%,5.2
Leon County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,144019,151818,7799,5.1%,5.1
Levy County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,15803,17178,1375,8.0%,8
Bradford County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,12018,12722,704,5.5%,5.5
Broward County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,944337,1009138,64801,6.4%,6.4
Charlotte County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,62462,69161,6699,9.7%,9.7
Citrus County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,51609,56995,5386,9.4%,9.4
Flagler County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,28900,32422,3522,10.9%,10.9
Hardee County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,10351,11428,1077,9.4%,9.4
Lee County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,257031,284695,27664,9.7%,9.7
Martin County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,58551,63935,5384,8.4%,8.4
Nassau County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,34446,36742,2296,6.2%,6.2
Palm Beach County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,581200,630931,49731,7.9%,7.9
Polk County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,253565,276284,22719,8.2%,8.2
Putnam County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,29550,32383,2833,8.7%,8.7
St. Johns County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,91861,97662,5801,5.9%,5.9
Santa Rosa County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,66181,70703,4522,6.4%,6.4
Clay County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,91197,97152,5955,6.1%,6.1
Duval County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,420703,452926,32223,7.1%,7.1
Escambia County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,129282,138880,9598,6.9%,6.9
Gilchrist County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,7581,8115,534,6.6%,6.6
Hillsborough County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,558454,603483,45029,7.5%,7.5
Manatee County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,132422,144636,12214,8.4%,8.4
Monroe County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,43157,45527,2370,5.2%,5.2
Okaloosa County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,92682,97874,5192,5.3%,5.3
Pasco County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,181952,199344,17392,8.7%,8.7
Sarasota County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,153077,167399,14322,8.6%,8.6
Seminole County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,226977,243126,16149,6.6%,6.6
Sumter County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,29449,31500,2051,6.5%,6.5
Wakulla County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,15572,16463,891,5.4%,5.4
Brevard County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,249832,271039,21207,7.8%,7.8
Gadsden County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,20297,21880,1583,7.2%,7.2
Gulf County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,5972,6423,451,7.0%,7
Jefferson County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,6660,7078,418,5.9%,5.9
Lake County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,127688,138270,10582,7.7%,7.7
Marion County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,126321,139301,12980,9.3%,9.3
Suwannee County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,15838,17024,1186,7.0%,7
Taylor County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,8536,9241,705,7.6%,7.6
Volusia County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,237782,257698,19916,7.7%,7.7
Washington County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,9211,9926,715,7.2%,7.2
Hernando County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,57414,63876,6462,10.1%,10.1
Orange County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,566287,609449,43162,7.1%,7.1
Pinellas County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,417020,451872,34852,7.7%,7.7
Walton County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,29425,31052,1627,5.2%,5.2
Hamilton County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,4566,4977,411,8.3%,8.3
Bay County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,82974,88668,5694,6.4%,6.4
Osceola County,October 2008,Not Seasonally Adjusted,04,2008,12,a,0,October 2008,October 2008,False,Glossary,Unemployment Rate,October,10,128965,139844,10879,7.8%,7.8
Hendry County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,13784,16467,2683,16.3%,16.3
Glades County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,4476,4923,447,9.1%,9.1
Collier County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,123517,140933,17416,12.4%,12.4
Hardee County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,10148,11573,1425,12.3%,12.3
Indian River County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,53202,61845,8643,14.0%,14
Levy County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,14801,16746,1945,11.6%,11.6
St. Lucie County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,106062,123416,17354,14.1%,14.1
Bradford County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,11461,12487,1026,8.2%,8.2
Manatee County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,123857,140750,16893,12.0%,12
Baker County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,10803,12095,1292,10.7%,10.7
Dixie County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,4939,5595,656,11.7%,11.7
Highlands County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,34885,39485,4600,11.6%,11.6
Lee County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,238760,274092,35332,12.9%,12.9
Nassau County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,32216,35905,3689,10.3%,10.3
Okeechobee County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,15937,18251,2314,12.7%,12.7
Palm Beach County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,540246,609339,69093,11.3%,11.3
Polk County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,238014,270690,32676,12.1%,12.1
Citrus County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,50504,57407,6903,12.0%,12
DeSoto County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,12727,14417,1690,11.7%,11.7
Madison County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,6422,7206,784,10.9%,10.9
Pasco County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,170043,193759,23716,12.2%,12.2
Sarasota County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,141137,160342,19205,12.0%,12
Broward County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,882116,975544,93428,9.6%,9.6
Charlotte County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,59954,68407,8453,12.4%,12.4
Duval County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,392117,440177,48060,10.9%,10.9
Gadsden County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,19282,21244,1962,9.2%,9.2
Lake County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,119440,135379,15939,11.8%,11.8
Leon County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,137935,148650,10715,7.2%,7.2
Orange County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,528081,593113,65032,11.0%,11
Pinellas County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,388629,437356,48727,11.1%,11.1
Santa Rosa County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,63790,70158,6368,9.1%,9.1
Seminole County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,210194,234389,24195,10.3%,10.3
Sumter County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,29240,32252,3012,9.3%,9.3
Taylor County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,8208,9211,1003,10.9%,10.9
Clay County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,85326,94465,9139,9.7%,9.7
Flagler County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,27820,32719,4899,15.0%,15
Gilchrist County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,7022,7797,775,9.9%,9.9
Hernando County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,53435,61939,8504,13.7%,13.7
Hillsborough County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,527564,594738,67174,11.3%,11.3
Jackson County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,20364,21992,1628,7.4%,7.4
Martin County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,55481,62850,7369,11.7%,11.7
Monroe County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,41399,44623,3224,7.2%,7.2
Volusia County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,223625,251690,28065,11.2%,11.2
Escambia County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,123371,136866,13495,9.9%,9.9
Hamilton County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,4293,4840,547,11.3%,11.3
Marion County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,115958,133855,17897,13.4%,13.4
Osceola County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,121876,138959,17083,12.3%,12.3
St. Johns County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,87773,96227,8454,8.8%,8.8
Suwannee County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,15859,17636,1777,10.1%,10.1
Union County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,4973,5411,438,8.1%,8.1
Brevard County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,235918,264986,29068,11.0%,11
Gulf County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,5552,6183,631,10.2%,10.2
Jefferson County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,6085,6659,574,8.6%,8.6
Lafayette County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,2846,3078,232,7.5%,7.5
Liberty County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,3624,3847,223,5.8%,5.8
Wakulla County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,15679,16891,1212,7.2%,7.2
Holmes County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,8102,8784,682,7.8%,7.8
Okaloosa County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,87584,94540,6956,7.4%,7.4
Washington County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,8818,9795,977,10.0%,10
Calhoun County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,5467,5985,518,8.7%,8.7
Walton County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,27811,30133,2322,7.7%,7.7
Bay County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,79265,87298,8033,9.2%,9.2
Columbia County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,28395,31565,3170,10.0%,10
Putnam County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,28277,32337,4060,12.6%,12.6
Franklin County,October 2009,Not Seasonally Adjusted,04,2009,12,a,0,October 2009,October 2009,False,Glossary,Unemployment Rate,October,10,4438,4815,377,7.8%,7.8
Hendry County,November 2008,Not Seasonally Adjusted,04,2008,12,a,0,November 2008,November 2008,False,Glossary,Unemployment Rate,November,11,15064,17274,2210,12.8%,12.8
